id_x,numero,saldo,id_y,nome,cpf,Faixa_saldo,Faixa_num
641,71326,1758.53,643,Bernardo Cavalcanti,415.297.680-20,Platine (1200K - 5K),1
642,36618,1836.9,644,Dra. Isabel Pastor,782.650.431-71,Platine (1200K - 5K),1
643,85033,345.51,645,Sra. Isis Novaes,503.846.719-93,Silver (<1200K),0
644,32920,2686.81,646,Sabrina Araújo,406.318.257-62,Platine (1200K - 5K),1
645,16548,109.64,647,Mariah da Luz,716.950.382-40,Silver (<1200K),0
646,32847,3485.71,648,Manuela Aragão,208.495.763-00,Platine (1200K - 5K),1
647,17105,2648.15,649,Gael Henrique Almeida,521.986.743-19,Platine (1200K - 5K),1
648,60711,484.93,650,Luísa Novaes,162.978.435-46,Silver (<1200K),0
649,52773,260.97,651,Dra. Ana Sophia Pereira,801.295.736-12,Silver (<1200K),0
650,23306,4054.6,652,Isabella Ferreira,760.958.423-10,Platine (1200K - 5K),1
651,24696,1677.45,653,Ana Beatriz Barbosa,891.602.475-76,Platine (1200K - 5K),1
652,10644,4893.09,654,Beatriz Cirino,049.652.381-33,Platine (1200K - 5K),1
653,24846,853.68,655,Zoe Monteiro,136.097.524-16,Silver (<1200K),0
654,30928,1359.06,656,Thiago Farias,451.970.368-93,Platine (1200K - 5K),1
655,63997,1704.69,657,Luiza Novaes,704.296.318-04,Platine (1200K - 5K),1
656,4950,1150.77,658,Alice Sousa,987.412.065-76,Silver (<1200K),0
657,95345,3654.03,659,Pedro Miguel da Paz,509.243.876-29,Platine (1200K - 5K),1
658,93136,2970.7,660,Emanuella Castro,712.930.548-79,Platine (1200K - 5K),1
659,49985,53.37,661,Joana Sales,901.827.356-21,Silver (<1200K),0
660,94774,63.97,662,Daniel Borges,541.279.063-16,Silver (<1200K),0
661,89722,4261.42,663,Emanuella Lima,128.375.940-32,Platine (1200K - 5K),1
662,17092,1553.55,664,Eduarda Rezende,137.458.962-46,Platine (1200K - 5K),1
663,19885,3854.63,665,Sra. Gabrielly Caldeira,871.306.254-90,Platine (1200K - 5K),1
664,45998,3824.79,666,Pietra Marques,683.295.470-00,Platine (1200K - 5K),1
665,93868,365.15,667,Dr. Henry Nascimento,026.954.317-16,Silver (<1200K),0
666,98344,3474.97,668,Vinicius Farias,285.967.310-59,Platine (1200K - 5K),1
667,48828,4956.51,669,Ana Vitória Novaes,054.381.276-62,Platine (1200K - 5K),1
668,12393,4242.9,670,Isadora Siqueira,928.736.514-82,Platine (1200K - 5K),1
669,18410,4868.4,671,Larissa Peixoto,923.671.850-77,Platine (1200K - 5K),1
670,20892,395.94,672,Melina Montenegro,381.026.574-80,Silver (<1200K),0
671,91844,1491.7,673,Esther Martins,487.012.396-78,Platine (1200K - 5K),1
672,62026,4878.25,674,Dr. Gustavo Henrique Araújo,597.826.340-00,Platine (1200K - 5K),1
673,66978,567.62,675,Yasmin Souza,276.134.509-61,Silver (<1200K),0
674,35771,4701.37,676,Isabelly Fogaça,486.195.270-02,Platine (1200K - 5K),1
675,1503,2924.27,677,Davi Camargo,091.728.365-12,Platine (1200K - 5K),1
676,85223,2689.61,678,Sr. Levi da Costa,041.829.637-50,Platine (1200K - 5K),1
677,13874,1120.75,679,Emanuella Silva,823.715.904-79,Silver (<1200K),0
678,73896,1162.3,680,Luiz Fernando Oliveira,710.825.436-08,Silver (<1200K),0
679,29201,1810.61,681,João Felipe Ramos,947.802.561-94,Platine (1200K - 5K),1
680,50906,270.23,682,Agatha Teixeira,871.095.436-84,Silver (<1200K),0
681,84092,1901.73,683,Ana Carolina Sá,301.297.856-95,Platine (1200K - 5K),1
682,41270,2287.26,684,Cauê Novais,841.036.925-70,Platine (1200K - 5K),1
683,35068,1432.77,685,Olívia da Cunha,706.523.194-16,Platine (1200K - 5K),1
684,67527,3180.61,686,Luiz Fernando Pires,260.719.834-87,Platine (1200K - 5K),1
685,95128,616.0,687,Lucca Rezende,805.794.263-00,Silver (<1200K),0
686,68398,1859.26,688,Dr. Pedro Lucas Moura,495.083.172-05,Platine (1200K - 5K),1
687,47888,2944.21,689,Dr. Henry Gabriel Costela,237.648.015-90,Platine (1200K - 5K),1
688,11445,2758.74,690,Apollo Vargas,052.847.931-88,Platine (1200K - 5K),1
689,85595,3078.86,691,Jade Novais,182.764.390-04,Platine (1200K - 5K),1
690,68094,1218.59,692,Dra. Sabrina Novaes,387.261.940-31,Platine (1200K - 5K),1
691,68578,1018.08,693,Clarice Souza,723.456.180-35,Silver (<1200K),0
692,91669,2008.53,694,Dra. Maria Dias,316.942.057-70,Platine (1200K - 5K),1
693,1157,4060.88,695,Antony Montenegro,358.791.420-60,Platine (1200K - 5K),1
694,48076,550.35,696,Larissa das Neves,724.856.390-00,Silver (<1200K),0
695,20555,4467.73,697,Luiz Otávio da Mata,087.694.351-20,Platine (1200K - 5K),1
696,68473,1445.3,698,Otto Nogueira,408.376.259-47,Platine (1200K - 5K),1
697,72488,3725.38,699,Gabriel Camargo,539.176.842-09,Platine (1200K - 5K),1
698,26411,3605.14,700,Dra. Catarina Azevedo,564.019.782-01,Platine (1200K - 5K),1
699,90722,802.81,701,Antonella da Rosa,843.769.052-83,Silver (<1200K),0
700,15089,1295.09,702,Leonardo Montenegro,817.246.359-64,Platine (1200K - 5K),1
701,66387,3452.89,703,Alana da Mota,963.507.812-95,Platine (1200K - 5K),1
702,16807,4896.22,704,João Gabriel Pires,782.509.436-00,Platine (1200K - 5K),1
703,51015,3938.72,705,Breno Campos,148.573.096-10,Platine (1200K - 5K),1
704,58109,2022.68,706,Beatriz Gonçalves,029.851.476-11,Platine (1200K - 5K),1
705,94181,1545.7,707,Valentim Leão,719.026.354-34,Platine (1200K - 5K),1
706,19335,283.17,708,Maria Clara Sá,436.902.581-89,Silver (<1200K),0
707,17861,4694.99,709,Olivia Nascimento,527.409.386-83,Platine (1200K - 5K),1
708,96275,3229.07,710,Larissa Guerra,368.419.057-84,Platine (1200K - 5K),1
709,75460,4325.45,711,Dr. Yuri Rezende,035.274.869-92,Platine (1200K - 5K),1
710,48135,3867.32,712,Sophia Gomes,695.403.217-43,Platine (1200K - 5K),1
711,49092,4690.59,713,Sr. Anthony Aparecida,496.580.273-00,Platine (1200K - 5K),1
712,82257,3741.02,714,Gael da Mata,136.952.048-42,Platine (1200K - 5K),1
713,68657,2724.06,715,Mathias Caldeira,319.782.540-32,Platine (1200K - 5K),1
714,58206,2416.89,716,Dra. Rafaela Aragão,498.751.362-55,Platine (1200K - 5K),1
715,75620,1581.61,717,Luan Azevedo,384.019.657-48,Platine (1200K - 5K),1
716,81018,2415.05,718,Maria Julia Carvalho,547.620.819-49,Platine (1200K - 5K),1
717,99760,3561.46,719,Davi Luiz Cardoso,327.586.409-29,Platine (1200K - 5K),1
718,7295,673.67,720,Mariana Fonseca,987.362.540-29,Silver (<1200K),0
719,78973,3052.35,721,Alícia Duarte,857.049.362-29,Platine (1200K - 5K),1
720,69318,2897.64,722,Gabriela Melo,291.308.746-96,Platine (1200K - 5K),1
721,72552,3440.44,723,Thiago Almeida,826.430.719-13,Platine (1200K - 5K),1
722,86812,1100.53,724,Sra. Ísis Barbosa,215.389.604-51,Silver (<1200K),0
723,26436,3582.35,725,Bruno Correia,782.930.546-38,Platine (1200K - 5K),1
724,97626,2653.94,726,Eduarda Porto,693.587.104-20,Platine (1200K - 5K),1
725,96578,3185.99,727,Igor Peixoto,521.369.487-09,Platine (1200K - 5K),1
726,18442,220.75,728,Breno Cassiano,954.612.783-37,Silver (<1200K),0
727,55428,1783.24,729,Vitória Gonçalves,201.896.457-76,Platine (1200K - 5K),1
728,23868,3979.81,730,João Araújo,864.970.132-96,Platine (1200K - 5K),1
729,50298,3866.88,731,Sr. Vinicius Garcia,419.526.387-55,Platine (1200K - 5K),1
730,15280,1392.55,732,Maria Clara da Rosa,718.496.305-93,Platine (1200K - 5K),1
731,3665,1593.43,733,Rodrigo Almeida,512.607.438-53,Platine (1200K - 5K),1
732,13639,2424.06,734,Sr. Thiago Andrade,531.876.490-84,Platine (1200K - 5K),1
733,36732,1048.49,735,Camila Teixeira,014.528.673-80,Silver (<1200K),0
734,6327,395.17,736,Sabrina Caldeira,523.814.069-05,Silver (<1200K),0
735,61779,3744.42,737,Ana Cecília Nascimento,306.471.928-96,Platine (1200K - 5K),1
736,38696,57.27,738,Valentina da Mata,169.583.407-01,Silver (<1200K),0
737,59736,4840.13,739,Ana Laura da Costa,981.370.452-79,Platine (1200K - 5K),1
738,65692,2285.15,740,Srta. Fernanda Rios,079.685.243-00,Platine (1200K - 5K),1
739,56062,71.98,741,Yasmin Vieira,283.496.710-50,Silver (<1200K),0
740,39532,4656.01,742,Ana Beatriz Guerra,870.914.265-76,Platine (1200K - 5K),1
741,67561,4676.0,743,Pedro Lucas Almeida,164.379.085-48,Platine (1200K - 5K),1
742,19230,1179.41,744,Théo Rodrigues,815.247.906-30,Silver (<1200K),0
743,98001,4608.55,745,João Monteiro,109.468.235-70,Platine (1200K - 5K),1
744,93728,4335.64,746,Noah Cardoso,945.670.821-76,Platine (1200K - 5K),1
745,25424,2856.28,747,Eloah Novais,248.936.170-87,Platine (1200K - 5K),1
746,79255,2982.19,748,Luna Lima,375.264.891-00,Platine (1200K - 5K),1
747,18151,830.19,749,Srta. Aurora Melo,876.041.539-84,Silver (<1200K),0
748,41347,1708.25,750,Maria Luísa Marques,837.902.541-50,Platine (1200K - 5K),1
749,98264,1503.88,751,Larissa Araújo,742.539.108-23,Platine (1200K - 5K),1
750,79067,4156.38,752,André Garcia,725.061.843-17,Platine (1200K - 5K),1
751,17699,3741.19,753,Lívia Vargas,904.652.378-00,Platine (1200K - 5K),1
752,66096,3967.57,754,Fernanda Guerra,217.536.904-80,Platine (1200K - 5K),1
753,58927,587.83,755,José Silva,901.247.836-78,Silver (<1200K),0
754,99309,2607.1,756,Cecília Pimenta,576.194.308-57,Platine (1200K - 5K),1
755,29862,1912.2,757,Laura Souza,795.038.412-32,Platine (1200K - 5K),1
756,64474,1595.76,758,Lucas Rocha,470.325.169-80,Platine (1200K - 5K),1
757,95969,2730.64,759,Esther Farias,352.468.017-80,Platine (1200K - 5K),1
758,51543,2939.42,760,Dr. Vitor Hugo Teixeira,912.803.746-40,Platine (1200K - 5K),1
759,92397,3201.28,761,Rafaela Caldeira,438.590.761-75,Platine (1200K - 5K),1
760,61686,996.44,762,Maria Laura Vargas,783.204.951-05,Silver (<1200K),0
761,16894,2066.46,763,Bryan Almeida,704.251.836-53,Platine (1200K - 5K),1
762,88657,858.4,764,Thiago Sá,835.201.946-51,Silver (<1200K),0
763,80787,2339.04,765,Ana Sophia Cirino,097.536.128-77,Platine (1200K - 5K),1
764,60992,2459.52,766,Alice Freitas,694.528.103-51,Platine (1200K - 5K),1
765,28038,81.73,767,Anthony Gabriel Garcia,376.085.412-53,Silver (<1200K),0
766,17041,1308.26,768,Ana Lívia Pimenta,876.402.935-29,Platine (1200K - 5K),1
767,36875,2591.06,769,Dra. Juliana Cassiano,598.120.364-15,Platine (1200K - 5K),1
768,39125,898.71,770,Luiza Vieira,710.538.246-53,Silver (<1200K),0
769,77361,2548.73,771,Ana Cecília Rezende,280.651.749-49,Platine (1200K - 5K),1
770,26784,1213.53,772,Dr. José Pedro Mendes,926.317.804-69,Platine (1200K - 5K),1
771,82380,1267.82,773,Dr. Ravy Macedo,846.372.109-50,Platine (1200K - 5K),1
772,36863,1287.69,774,Dra. Stephany Mendonça,504.361.978-39,Platine (1200K - 5K),1
773,36711,541.02,775,Enzo Gabriel Cavalcante,674.832.910-87,Silver (<1200K),0
774,64750,3825.07,776,Sr. Oliver Sousa,052.841.976-58,Platine (1200K - 5K),1
775,72367,2364.54,777,Francisco Macedo,408.725.691-01,Platine (1200K - 5K),1
776,10053,793.98,778,Ana Luiza da Cruz,176.083.425-44,Silver (<1200K),0
777,9624,657.44,779,Isabelly Camargo,367.045.981-20,Silver (<1200K),0
778,88134,1804.38,780,José Pedro da Paz,236.509.478-38,Platine (1200K - 5K),1
779,75393,3144.02,781,Arthur Albuquerque,301.457.896-75,Platine (1200K - 5K),1
780,4142,3878.95,782,Henrique Barbosa,489.361.207-78,Platine (1200K - 5K),1
781,67872,1059.72,783,Caio Brito,739.650.241-16,Silver (<1200K),0
782,63938,4284.33,784,Isaac Carvalho,506.138.794-57,Platine (1200K - 5K),1
783,48869,3718.49,785,Renan da Mota,382.691.507-03,Platine (1200K - 5K),1
784,90403,1403.15,786,Bianca Cavalcanti,147.502.368-53,Platine (1200K - 5K),1
785,59256,2545.65,787,Isis Ramos,695.384.027-74,Platine (1200K - 5K),1
786,80612,4741.18,788,Benjamim da Cunha,183.579.264-28,Platine (1200K - 5K),1
787,88304,3970.77,789,Augusto Martins,219.546.308-24,Platine (1200K - 5K),1
788,15454,4297.59,790,Sra. Juliana Mendonça,904.276.135-07,Platine (1200K - 5K),1
789,33880,2794.04,791,Pedro Freitas,608.231.579-03,Platine (1200K - 5K),1
790,89276,2118.73,792,Fernanda da Cunha,789.150.463-66,Platine (1200K - 5K),1
791,50489,1301.06,793,Sra. Bella Cardoso,312.549.078-23,Platine (1200K - 5K),1
792,55267,54.67,794,Maria Alice da Cunha,458.073.961-20,Silver (<1200K),0
793,65123,1989.86,795,Sr. Heitor Sá,648.170.592-49,Platine (1200K - 5K),1
794,57629,4427.08,796,Davi Lucas Costela,086.291.354-33,Platine (1200K - 5K),1
795,31457,4452.82,797,Danilo Brito,185.602.437-71,Platine (1200K - 5K),1
796,78263,2220.71,798,Gabriel Borges,518.206.479-94,Platine (1200K - 5K),1
797,84971,1705.62,799,Mariane da Cunha,197.485.306-39,Platine (1200K - 5K),1
798,53834,2371.04,800,Luana Casa Grande,237.514.896-73,Platine (1200K - 5K),1
799,8657,4340.42,801,Sr. Kaique Mendes,759.410.286-01,Platine (1200K - 5K),1
800,64676,1223.19,802,Mariana da Rocha,083.175.496-66,Platine (1200K - 5K),1
801,94733,4823.01,803,Maria Fernanda Sá,849.057.326-38,Platine (1200K - 5K),1
802,91643,928.08,804,Isaac Moura,198.265.047-85,Silver (<1200K),0
803,60828,1106.96,805,Rebeca Andrade,973.148.526-00,Silver (<1200K),0
804,40112,1446.66,806,Yan Casa Grande,382.014.659-89,Platine (1200K - 5K),1
805,14512,4654.49,807,Srta. Alexia Camargo,042.617.598-02,Platine (1200K - 5K),1
806,38728,1285.32,808,Sr. Davi Andrade,032.915.684-51,Platine (1200K - 5K),1
807,64954,4372.62,809,Anthony Albuquerque,159.873.260-95,Platine (1200K - 5K),1
808,96276,889.59,810,Maria Fernanda Barbosa,785.034.916-48,Silver (<1200K),0
809,30652,4164.69,811,Benício Nunes,819.067.352-12,Platine (1200K - 5K),1
810,89518,384.47,812,Benjamin Rocha,250.378.964-10,Silver (<1200K),0
811,10121,2391.43,813,João Guilherme Gomes,961.243.750-52,Platine (1200K - 5K),1
812,92805,3530.96,814,Alana Silva,149.873.650-57,Platine (1200K - 5K),1
813,72610,712.81,815,Cauã Fonseca,021.953.487-04,Silver (<1200K),0
814,35209,2743.75,816,Luan Rocha,314.970.865-66,Platine (1200K - 5K),1
815,73799,4236.85,817,Rael Viana,275.608.431-07,Platine (1200K - 5K),1
816,50848,2217.29,818,Dr. Pedro Henrique Rezende,584.036.719-20,Platine (1200K - 5K),1
817,75177,3181.03,819,Jade Melo,580.432.791-79,Platine (1200K - 5K),1
818,23185,3682.49,821,Benício Casa Grande,248.763.159-73,Platine (1200K - 5K),1
819,36195,1612.41,822,Sra. Natália Santos,605.713.428-17,Platine (1200K - 5K),1
820,31900,1961.7,823,Bruno Aragão,062.478.153-44,Platine (1200K - 5K),1
821,87470,107.54,824,Leonardo Casa Grande,327.546.810-35,Silver (<1200K),0
822,10928,238.71,825,Henry Mendonça,532.061.948-06,Silver (<1200K),0
823,39331,328.18,826,Aylla Moraes,965.201.347-16,Silver (<1200K),0
824,81413,3898.3,827,Elisa Castro,986.524.173-00,Platine (1200K - 5K),1
825,25633,3623.66,828,Sr. Yan Guerra,680.712.439-22,Platine (1200K - 5K),1
826,18783,4632.13,829,Hellena Souza,245.031.698-15,Platine (1200K - 5K),1
827,21213,3215.15,830,Dr. Benjamin Farias,490.385.761-10,Platine (1200K - 5K),1
828,80004,2300.86,831,Sophie Barbosa,956.201.784-20,Platine (1200K - 5K),1
829,89925,468.67,832,Ana Liz Câmara,916.837.045-84,Silver (<1200K),0
830,34925,887.56,833,Dra. Alexia Viana,857.630.291-86,Silver (<1200K),0
831,67941,3918.73,834,Bruna Moraes,194.320.756-99,Platine (1200K - 5K),1
832,97025,82.0,835,Srta. Ana Júlia Novaes,456.213.709-61,Silver (<1200K),0
833,17501,3814.05,836,Sra. Nina Andrade,432.815.679-91,Platine (1200K - 5K),1
834,26920,4283.79,837,Luna Borges,954.361.208-06,Platine (1200K - 5K),1
835,98632,1256.52,838,Sofia Nogueira,180.592.746-94,Platine (1200K - 5K),1
836,81932,4833.42,839,Dra. Joana Cunha,361.409.752-80,Platine (1200K - 5K),1
837,22199,3317.7,840,José Miguel Fernandes,340.265.198-05,Platine (1200K - 5K),1
838,61116,2649.56,841,Ana Laura Pastor,793.814.256-55,Platine (1200K - 5K),1
839,31210,2089.61,842,Joaquim Santos,210.564.978-58,Platine (1200K - 5K),1
840,15104,3075.04,843,Agatha Cavalcante,058.371.492-79,Platine (1200K - 5K),1
841,33825,2925.86,844,Anna Liz Pimenta,519.804.236-60,Platine (1200K - 5K),1
842,5966,304.56,845,Sra. Ester Farias,691.305.728-86,Silver (<1200K),0
843,29434,696.84,846,Alexia Martins,352.190.467-99,Silver (<1200K),0
844,9618,2005.07,847,Ana Almeida,154.296.037-16,Platine (1200K - 5K),1
845,34873,1619.4,848,Srta. Emilly Viana,983.457.261-19,Platine (1200K - 5K),1
846,60029,4912.03,849,Cecilia da Conceição,120.687.395-77,Platine (1200K - 5K),1
847,28496,4156.15,850,Felipe Ferreira,487.632.519-73,Platine (1200K - 5K),1
848,9131,4060.01,851,Zoe da Rosa,469.783.150-01,Platine (1200K - 5K),1
849,36402,2167.71,852,Otávio das Neves,751.082.934-88,Platine (1200K - 5K),1
850,98239,45.22,853,Natália Câmara,692.014.587-11,Silver (<1200K),0
851,85295,3520.7,854,Eduardo Barbosa,584.720.963-00,Platine (1200K - 5K),1
852,41181,1045.89,855,Sra. Mariah Cirino,165.397.820-12,Silver (<1200K),0
853,65773,1585.21,856,Enzo Câmara,625.310.978-21,Platine (1200K - 5K),1
854,53273,1800.86,857,Natália Fernandes,508.293.467-83,Platine (1200K - 5K),1
855,71514,3368.99,858,Erick Sousa,230.165.847-35,Platine (1200K - 5K),1
856,14786,3367.39,859,Sabrina Pastor,173.829.064-69,Platine (1200K - 5K),1
857,58002,3896.62,860,Ayla Vargas,958.137.064-10,Platine (1200K - 5K),1
858,56671,746.97,861,João Gabriel Souza,706.182.534-08,Silver (<1200K),0
859,89781,3049.57,862,Dante Albuquerque,935.708.146-10,Platine (1200K - 5K),1
860,61708,785.61,863,João da Luz,581.423.796-19,Silver (<1200K),0
861,92756,3795.59,864,Maria Clara Barros,570.241.863-80,Platine (1200K - 5K),1
862,46816,1177.75,865,Lara Castro,381.749.250-23,Silver (<1200K),0
863,42189,1136.56,866,Maria Flor Câmara,679.528.031-40,Silver (<1200K),0
864,54505,3241.22,867,Benício da Costa,895.612.437-09,Platine (1200K - 5K),1
865,31342,1288.06,868,Caleb Freitas,546.172.389-64,Platine (1200K - 5K),1
866,78643,2208.36,869,Sra. Eduarda Casa Grande,938.074.125-14,Platine (1200K - 5K),1
867,20595,2203.04,870,Kaique Vieira,129.806.345-06,Platine (1200K - 5K),1
868,79790,4056.99,871,Ravi Teixeira,352.687.941-91,Platine (1200K - 5K),1
869,21536,680.68,872,Dra. Maya Sousa,502.196.374-07,Silver (<1200K),0
870,71597,4117.08,873,Dom Vargas,354.690.872-47,Platine (1200K - 5K),1
871,13902,2801.63,874,Apollo Ribeiro,645.870.219-11,Platine (1200K - 5K),1
872,62390,1742.42,875,Vitória Abreu,543.260.198-24,Platine (1200K - 5K),1
873,87275,4960.71,876,Gabrielly Rocha,407.851.392-14,Platine (1200K - 5K),1
874,35747,1981.39,877,Ana Liz Novais,238.795.640-00,Platine (1200K - 5K),1
875,24271,2992.37,878,Lunna Casa Grande,459.327.680-29,Platine (1200K - 5K),1
876,43914,3869.26,879,Elisa Vieira,693.812.047-13,Platine (1200K - 5K),1
877,20945,1367.85,880,Dra. Maria Monteiro,015.748.269-30,Platine (1200K - 5K),1
878,34670,2945.86,881,Vitor Hugo Pereira,527.143.908-97,Platine (1200K - 5K),1
879,86049,4514.5,882,Cecilia Ferreira,276.834.901-13,Platine (1200K - 5K),1
880,51579,4643.23,883,Joana Leão,627.831.594-73,Platine (1200K - 5K),1
881,82652,4733.05,884,Alexia Mendonça,218.503.764-17,Platine (1200K - 5K),1
882,55731,3267.37,885,Henry Gabriel Monteiro,024.378.169-50,Platine (1200K - 5K),1
883,44906,3666.94,886,Esther Castro,734.298.605-47,Platine (1200K - 5K),1
884,51210,1804.05,887,Dra. Maria Pastor,738.012.945-79,Platine (1200K - 5K),1
885,79355,1198.44,888,Bella Andrade,903.142.586-98,Silver (<1200K),0
886,93472,1382.52,889,Yago Martins,731.405.689-75,Platine (1200K - 5K),1
887,44259,1377.78,890,Gustavo Novais,236.097.185-95,Platine (1200K - 5K),1
888,75631,2380.65,891,Isabelly Correia,718.590.236-30,Platine (1200K - 5K),1
889,37025,4867.56,892,João Castro,084.536.271-26,Platine (1200K - 5K),1
890,15110,386.0,893,Zoe Cardoso,826.970.315-02,Silver (<1200K),0
891,20331,3450.52,894,Yasmin Santos,739.652.084-38,Platine (1200K - 5K),1
892,72843,1547.04,895,Isabelly Farias,548.671.932-91,Platine (1200K - 5K),1
893,26779,1861.37,896,Gabriel Camargo,792.136.458-64,Platine (1200K - 5K),1
894,75538,2821.01,897,Lunna Albuquerque,360.257.491-16,Platine (1200K - 5K),1
895,90286,1884.31,898,Matheus Moura,568.730.194-10,Platine (1200K - 5K),1
896,48812,3849.07,899,Cauã da Cruz,736.920.518-59,Platine (1200K - 5K),1
897,30254,3588.63,900,Luara Montenegro,691.853.742-37,Platine (1200K - 5K),1
898,56948,3437.87,901,Maria Luísa da Rocha,987.320.145-97,Platine (1200K - 5K),1
899,56188,2824.49,902,Vicente Alves,826.495.170-85,Platine (1200K - 5K),1
900,31286,2378.32,903,Sr. Valentim Aragão,730.826.514-53,Platine (1200K - 5K),1
901,43973,3545.26,904,Liz da Cruz,620.138.974-13,Platine (1200K - 5K),1
902,44084,1605.42,905,Srta. Maria Flor Pastor,563.280.471-26,Platine (1200K - 5K),1
903,33408,59.35,906,Sr. Josué Duarte,069.382.714-96,Silver (<1200K),0
904,71446,3625.2,907,Lucca da Rocha,789.652.043-56,Platine (1200K - 5K),1
905,91724,296.04,908,Benjamin Costa,285.796.034-47,Silver (<1200K),0
906,57083,3873.82,909,Rebeca Jesus,847.932.150-41,Platine (1200K - 5K),1
907,54804,2942.31,910,Sra. Mariah Marques,378.460.129-40,Platine (1200K - 5K),1
908,86581,4206.22,911,Pedro Lucas Pastor,184.650.792-85,Platine (1200K - 5K),1
909,37799,24.78,912,Ian Garcia,087.134.259-60,Silver (<1200K),0
910,28441,4240.67,913,Sr. Cauê Macedo,058.924.163-05,Platine (1200K - 5K),1
911,31211,4881.02,914,Rafael Fernandes,427.956.018-85,Platine (1200K - 5K),1
912,54148,2558.75,915,Maysa Sousa,193.480.275-14,Platine (1200K - 5K),1
913,46264,3478.19,916,Dra. Milena Souza,814.569.032-33,Platine (1200K - 5K),1
914,21953,545.96,917,Vitória da Mata,321.780.645-07,Silver (<1200K),0
915,40141,3999.1,918,Sr. Otávio Cardoso,609.271.843-03,Platine (1200K - 5K),1
916,81694,335.57,919,Dante Pinto,762.301.498-69,Silver (<1200K),0
917,71052,1631.64,920,Sabrina Mendes,012.689.734-40,Platine (1200K - 5K),1
918,67374,482.99,921,Maria Luísa Albuquerque,350.241.796-25,Silver (<1200K),0
919,78661,4877.36,922,Dr. Anthony Fogaça,407.381.562-80,Platine (1200K - 5K),1
920,96994,3593.04,923,Francisco Caldeira,218.340.756-53,Platine (1200K - 5K),1
921,12152,3322.61,924,Ísis Mendes,703.165.892-68,Platine (1200K - 5K),1
922,44926,952.19,925,Joana Nunes,138.790.256-30,Silver (<1200K),0
923,85382,3716.43,926,Maria Alice Mendes,829.617.340-96,Platine (1200K - 5K),1
924,84828,3050.32,927,Juan Vieira,906.874.132-22,Platine (1200K - 5K),1
925,9423,1761.23,928,Aurora Borges,362.980.574-47,Platine (1200K - 5K),1
926,58461,2118.54,929,Maria Pacheco,164.587.309-93,Platine (1200K - 5K),1
927,97019,95.89,930,Sr. Henrique Cavalcanti,249.678.351-55,Silver (<1200K),0
928,38989,3255.68,931,Heloisa Farias,078.295.641-67,Platine (1200K - 5K),1
929,31177,1360.69,932,Rael Porto,728.394.601-22,Platine (1200K - 5K),1
930,88620,1069.73,933,Nina da Costa,759.068.432-56,Silver (<1200K),0
931,42713,2149.87,934,Enzo Peixoto,685.932.470-83,Platine (1200K - 5K),1
932,69137,4197.87,935,Aurora da Conceição,629.340.815-24,Platine (1200K - 5K),1
933,2982,2850.18,936,Maria Luísa da Mota,593.784.061-57,Platine (1200K - 5K),1
934,59755,699.99,937,Ana Clara da Rosa,751.940.368-84,Silver (<1200K),0
935,84719,3936.69,938,Sr. Kevin Fonseca,602.583.741-44,Platine (1200K - 5K),1
936,3372,2253.0,939,Yuri Cardoso,423.918.560-24,Platine (1200K - 5K),1
937,20295,3783.91,940,Sr. Rodrigo Rocha,423.879.105-32,Platine (1200K - 5K),1
938,49797,2855.54,941,Rebeca Garcia,673.581.429-00,Platine (1200K - 5K),1
939,75027,2312.25,942,Manuella Pinto,736.084.291-31,Platine (1200K - 5K),1
940,45976,2946.79,943,Srta. Agatha da Rocha,609.285.743-00,Platine (1200K - 5K),1
941,12058,932.2,944,Oliver Cirino,713.042.589-04,Silver (<1200K),0
942,79113,2790.1,945,Ana Gonçalves,359.061.782-95,Platine (1200K - 5K),1
943,27240,1629.3,946,Kevin Gonçalves,536.209.417-34,Platine (1200K - 5K),1
944,65260,1582.52,947,Esther Sá,720.184.963-87,Platine (1200K - 5K),1
945,25899,790.53,948,Dra. Ayla Silva,584.973.601-84,Silver (<1200K),0
946,92912,1793.83,949,Otávio da Rosa,328.096.754-65,Platine (1200K - 5K),1
947,64809,1656.02,950,Luiz Felipe Fogaça,587.439.206-83,Platine (1200K - 5K),1
948,94011,4548.9,951,Ian Camargo,634.780.291-04,Platine (1200K - 5K),1
949,76838,4041.17,952,Juan Teixeira,609.451.273-16,Platine (1200K - 5K),1
950,65222,4515.18,953,Maria Julia Gonçalves,459.128.037-32,Platine (1200K - 5K),1
951,47987,1947.96,954,Ravi Lucca Siqueira,190.583.742-97,Platine (1200K - 5K),1
952,10905,2655.02,955,Sofia Carvalho,219.586.734-55,Platine (1200K - 5K),1
953,60238,4542.92,956,Breno Alves,317.459.206-25,Platine (1200K - 5K),1
954,34451,2272.57,957,Clarice Ribeiro,356.029.781-86,Platine (1200K - 5K),1
955,32843,4093.39,958,Isis Sá,184.623.705-07,Platine (1200K - 5K),1
956,47554,987.52,959,Sr. Ravy Almeida,089.123.547-79,Silver (<1200K),0
957,10838,3086.32,960,Vinícius Dias,321.796.548-55,Platine (1200K - 5K),1
958,33923,636.51,961,Henrique Garcia,150.923.847-60,Silver (<1200K),0
959,2045,2378.46,962,Ravy Araújo,031.674.985-01,Platine (1200K - 5K),1
960,6051,3737.17,963,Hellena Abreu,906.431.728-31,Platine (1200K - 5K),1
961,1104,2632.3,964,Julia Novais,127.386.450-62,Platine (1200K - 5K),1
